start,end,label,Loudness_sma3,alphaRatio_sma3,hammarbergIndex_sma3,slope0-500_sma3,slope500-1500_sma3,spectralFlux_sma3,mfcc1_sma3,mfcc2_sma3,mfcc3_sma3,mfcc4_sma3,F0semitoneFrom27.5Hz_sma3nz,jitterLocal_sma3nz,shimmerLocaldB_sma3nz,HNRdBACF_sma3nz,logRelF0-H1-H2_sma3nz,logRelF0-H1-A3_sma3nz,F1frequency_sma3nz,F1bandwidth_sma3nz,F1amplitudeLogRelF0_sma3nz,F2frequency_sma3nz,F2bandwidth_sma3nz,F2amplitudeLogRelF0_sma3nz,F3frequency_sma3nz,F3bandwidth_sma3nz,F3amplitudeLogRelF0_sma3nz,original_start,original_end,filename
0 days 00:00:00.180000,0 days 00:00:00.200000,answer8,0.6388494,-20.389853,31.72376,0.0665955,-0.0124115525,0.22375144,33.739838,-0.15224409,22.000748,5.998735,34.83785,0.00526868,0.4734269,12.9752245,7.5115314,21.244368,725.8037,1458.443,-25.170132,1669.2592,1116.1586,-28.78003,2690.8743,722.58075,-38.12999,0 days 00:01:34.541027694,0 days 00:01:34.561027694,ID47_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer8,0.50518113,-23.341005,34.819626,0.030609913,-0.021690464,0.14338402,36.09881,3.3631465,17.697992,3.8620374,34.960712,0.011501585,0.4482119,12.926834,10.07006,21.907364,890.36896,1148.8209,-22.83631,1804.1968,884.5713,-34.65144,2896.5115,546.9199,-40.257015,0 days 00:01:34.561027694,0 days 00:01:34.581027694,ID47_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer8,0.4180788,-27.27299,36.405083,0.040217947,-0.022189183,0.09766716,33.528316,11.464343,24.228165,1.4141955,35.07731,0.020628335,0.31097457,12.49072,14.393771,19.242434,875.78955,1206.696,-28.95427,1921.3295,832.85565,-36.40476,2934.044,571.9974,-38.24829,0 days 00:01:34.581027694,0 days 00:01:34.601027694,ID47_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer8,0.40116015,-24.392405,29.94929,0.0500488,-0.0068811476,0.087575495,31.423002,7.589916,29.007315,17.430738,35.06998,0.010622037,0.23226714,10.557954,13.930774,13.917267,947.33496,1571.1095,-28.772186,1825.4144,860.63184,-30.746338,2897.4326,786.72943,-32.891743,0 days 00:01:34.601027694,0 days 00:01:34.621027694,ID47_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer8,0.5111538,-17.663208,24.263178,0.056457058,-0.013523494,0.14764087,26.635077,-1.9246444,30.147726,15.510247,35.076557,0.011388485,0.39041087,7.2467365,16.700792,9.33843,1163.5582,1175.0374,-28.55819,1945.8086,1611.1222,-21.59313,2797.008,910.1058,-25.432531,0 days 00:01:34.621027694,0 days 00:01:34.641027694,ID47_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer8,0.6770851,-10.238586,17.60533,0.04997694,-0.00060793135,0.21625404,20.52984,-9.1607275,28.216185,13.622246,34.956352,0.028701702,0.65501255,2.1007931,18.959818,10.68866,1145.4287,950.35156,-28.017431,1932.336,1033.8478,-14.068698,2941.1904,719.12164,-22.368835,0 days 00:01:34.641027694,0 days 00:01:34.661027694,ID47_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer8,0.76498336,-3.174812,10.751038,0.038971845,0.005596694,0.26557136,11.812673,-10.571759,26.323357,13.238663,34.8966,0.034408342,1.5753834,-2.7088494,19.30578,9.054123,1217.402,622.1852,-82.15539,2130.3818,1185.3151,-72.59842,3068.0364,884.1657,-77.24467,0 days 00:01:34.661027694,0 days 00:01:34.681027694,ID47_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer8,0.8356721,2.3689258,2.7696335,0.051015824,-0.0026290237,0.27391174,8.471875,-15.058345,16.642591,-0.06611109,0.0,0.0,0.0,0.0,0.0,0.0,1118.4718,1008.6162,-201.0,2041.8663,1278.3595,-201.0,3031.3906,902.228,-201.0,0 days 00:01:34.681027694,0 days 00:01:34.701027694,ID47_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer8,0.87375134,5.3286595,-0.2625018,0.05458039,-0.00053067197,0.27752718,3.4443858,-25.208092,6.9651504,-9.176199,0.0,0.0,0.0,0.0,0.0,0.0,840.12354,1060.2764,-201.0,1752.8258,1014.187,-201.0,2800.5203,874.9306,-201.0,0 days 00:01:34.701027694,0 days 00:01:34.721027694,ID47_20ms.csv
0 days 00:00:00.360000,0 days 00:00:00.380000,answer8,0.79173756,4.0309157,-1.0165956,0.044858873,-0.0068257977,0.25867227,7.419005,-19.332954,11.717281,-6.386807,0.0,0.0,0.0,0.0,0.0,0.0,388.3645,1052.1455,-201.0,1450.8574,723.4152,-201.0,2449.0386,1153.6967,-201.0,0 days 00:01:34.721027694,0 days 00:01:34.741027694,ID47_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer8,0.6765149,3.9218664,-0.028521568,0.06006983,-0.0024053373,0.19203846,8.680039,-19.99106,10.890697,-3.9389465,0.0,0.0,0.0,0.0,0.0,0.0,898.38184,1104.2362,-201.0,1866.8029,1049.382,-201.0,2858.3086,978.30396,-201.0,0 days 00:01:34.741027694,0 days 00:01:34.761027694,ID47_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer8,0.48606482,0.1704057,1.7236582,0.039557833,-0.00826843,0.1359738,13.294217,-15.95895,14.629517,-3.4619567,0.0,0.0,0.0,0.0,0.0,0.0,682.6294,1138.1296,-201.0,1672.0604,1013.2741,-201.0,2520.0637,1043.1812,-201.0,0 days 00:01:34.761027694,0 days 00:01:34.781027694,ID47_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer8,0.3118087,-3.8422546,6.3586936,0.0319752,-0.017330348,0.09443727,16.060099,-9.655271,7.7283897,-8.1525955,0.0,0.0,0.0,0.0,0.0,0.0,604.0993,1269.8745,-134.98848,1648.4468,918.4069,-137.36198,2515.5537,991.26465,-139.1836,0 days 00:01:34.781027694,0 days 00:01:34.801027694,ID47_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer8,0.20857733,-8.190014,15.867253,0.018704487,-0.008859209,0.07079582,20.366756,-0.09569184,1.7652549,-1.3714997,13.56832,0.0,0.0,-4.3520336,5.2475586,20.131243,601.4488,1526.7579,3.7111483,1481.5094,1221.5186,-8.685267,2472.2913,875.1875,-10.491551,0 days 00:01:34.801027694,0 days 00:01:34.821027694,ID47_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer8,0.17885584,-13.6194315,21.2987,0.03317062,-0.01331411,0.05414706,21.912344,10.567707,7.88561,1.6813377,13.591502,0.0,0.8064862,-5.4741564,-1.4792147,16.08983,579.6735,1616.0651,-64.446106,1565.8535,1156.5831,-72.28048,2502.804,884.3657,-72.432655,0 days 00:01:34.821027694,0 days 00:01:34.841027694,ID47_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer8,0.20943671,-12.394694,17.683401,0.039322596,-0.018286683,0.070867054,21.751535,6.964192,10.305511,1.7062725,0.0,0.0,0.0,0.0,0.0,0.0,363.66724,1248.312,-201.0,1471.1371,942.27734,-201.0,2314.718,1053.1708,-201.0,0 days 00:01:34.841027694,0 days 00:01:34.861027694,ID47_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer8,0.29162452,-6.0464053,10.616808,0.026165657,-0.007960027,0.06708295,19.597464,-6.460968,15.474614,3.2178185,0.0,0.0,0.0,0.0,0.0,0.0,347.92783,1360.9813,-201.0,1389.355,932.9992,-201.0,2253.555,1043.3082,-201.0,0 days 00:01:34.861027694,0 days 00:01:34.881027694,ID47_20ms.csv
0 days 00:00:00.520000,0 days 00:00:00.540000,answer8,0.36930394,0.833781,2.0094843,0.023886839,-0.005978688,0.076033376,13.713527,-16.206978,18.443138,0.07394125,0.0,0.0,0.0,0.0,0.0,0.0,759.2947,1082.1879,-201.0,1750.2012,1275.1088,-201.0,2586.4587,1114.7637,-201.0,0 days 00:01:34.881027694,0 days 00:01:34.901027694,ID47_20ms.csv
0 days 00:00:00.540000,0 days 00:00:00.560000,answer8,0.41833177,-0.016423544,4.293222,0.025471667,-0.008117176,0.10308329,14.99791,-14.497501,23.114754,2.7604601,0.0,0.0,0.0,0.0,0.0,0.0,387.85153,1310.9095,-201.0,1421.2992,789.15753,-201.0,2449.2268,1171.1287,-201.0,0 days 00:01:34.901027694,0 days 00:01:34.921027694,ID47_20ms.csv
0 days 00:00:00.560000,0 days 00:00:00.580000,answer8,0.4296578,-2.2748997,8.022717,0.04290116,-0.011775012,0.11628326,18.719213,-12.135426,24.530886,6.4419365,0.0,0.0,0.0,0.0,0.0,0.0,342.62085,1293.5089,-201.0,1393.6051,689.1689,-201.0,2331.684,1030.4974,-201.0,0 days 00:01:34.921027694,0 days 00:01:34.941027694,ID47_20ms.csv
0 days 00:00:00.580000,0 days 00:00:00.600000,answer8,0.39358377,-1.45095,3.790554,0.050958678,-0.008977401,0.09366269,16.535307,-13.229812,18.185053,1.8282366,0.0,0.0,0.0,0.0,0.0,0.0,646.12177,1424.9142,-201.0,1584.5605,976.6668,-201.0,2554.6125,1255.4985,-201.0,0 days 00:01:34.941027694,0 days 00:01:34.961027694,ID47_20ms.csv
0 days 00:00:00.600000,0 days 00:00:00.620000,answer8,0.37569478,-1.8676267,4.3512955,0.0509579,-0.014840181,0.096605934,17.109118,-13.277405,18.471857,1.7444645,0.0,0.0,0.0,0.0,0.0,0.0,701.8868,1063.5974,-201.0,1732.0337,938.48676,-201.0,2592.0452,1203.5214,-201.0,0 days 00:01:34.961027694,0 days 00:01:34.981027694,ID47_20ms.csv
0 days 00:00:00.620000,0 days 00:00:00.640000,answer8,0.32315564,-3.0980885,8.558175,0.047197998,-0.0028049303,0.0768422,15.824925,-13.29879,15.362668,2.1623552,0.0,0.0,0.0,0.0,0.0,0.0,929.42267,1106.2599,-201.0,1934.3475,1069.9929,-201.0,2774.4329,930.78033,-201.0,0 days 00:01:34.981027694,0 days 00:01:35.001027694,ID47_20ms.csv
0 days 00:00:00.640000,0 days 00:00:00.660000,answer8,0.3267558,-2.194359,6.9717865,0.07620188,-0.006531743,0.07546263,13.650879,-17.094664,8.713814,-11.319649,0.0,0.0,0.0,0.0,0.0,0.0,639.8918,1039.9059,-201.0,1658.1544,827.85443,-201.0,2600.5469,772.3818,-201.0,0 days 00:01:35.001027694,0 days 00:01:35.021027694,ID47_20ms.csv
0 days 00:00:00.660000,0 days 00:00:00.680000,answer8,0.31379315,-3.9946258,9.845895,0.064846694,-0.01316097,0.07402275,15.962265,-11.667739,12.408431,-12.645106,0.0,0.0,0.0,0.0,0.0,0.0,357.84927,1099.0582,-201.0,1435.3593,736.2181,-201.0,2376.6296,814.6945,-201.0,0 days 00:01:35.021027694,0 days 00:01:35.041027694,ID47_20ms.csv
0 days 00:00:00.680000,0 days 00:00:00.700000,answer8,0.2633272,-8.48985,14.196213,0.04068039,-0.014365844,0.0740317,20.647728,-1.9015913,13.69333,-0.10386022,0.0,0.0,0.0,0.0,0.0,0.0,722.209,1179.4493,-201.0,1735.5225,1048.0812,-201.0,2705.8176,1054.7444,-201.0,0 days 00:01:35.041027694,0 days 00:01:35.061027694,ID47_20ms.csv
0 days 00:00:00.700000,0 days 00:00:00.720000,answer8,0.21532393,-9.452403,16.482433,0.035609033,-0.012638821,0.04702959,20.550392,2.2471523,10.06346,2.1134603,0.0,0.0,0.0,0.0,0.0,0.0,744.56744,1375.9811,-201.0,1603.8033,1471.2418,-201.0,2526.122,1080.6893,-201.0,0 days 00:01:35.061027694,0 days 00:01:35.081027694,ID47_20ms.csv
0 days 00:00:00.720000,0 days 00:00:00.740000,answer8,0.18621504,-12.658852,20.581697,0.006495541,-0.018584536,0.052075326,21.023003,8.835271,6.032928,-3.4841442,13.188013,0.0,0.0,-6.5753846,1.1347296,20.56408,436.93777,1217.2698,-66.39989,1385.8185,1188.609,-77.53589,2345.906,966.0218,-80.245766,0 days 00:01:35.081027694,0 days 00:01:35.101027694,ID47_20ms.csv
0 days 00:00:00.740000,0 days 00:00:00.760000,answer8,0.17364426,-13.404113,21.487686,-0.0028679732,-0.013187018,0.05539133,22.151072,9.847413,3.8921173,-2.753637,15.83748,0.0,0.0,-7.1563396,-0.9580019,18.308867,396.82016,1339.6022,-0.50840634,1273.4883,1204.1029,-15.549798,2304.7998,757.02374,-20.070854,0 days 00:01:35.101027694,0 days 00:01:35.121027694,ID47_20ms.csv
0 days 00:00:00.760000,0 days 00:00:00.780000,answer8,0.16191657,-13.36974,20.585875,0.011599067,-0.0058712973,0.050142776,21.502434,10.211991,6.335488,3.9304383,14.779816,0.0,0.0,-6.5225143,1.6207857,18.826189,322.40018,1395.4081,2.0103977,1278.3212,1080.293,-11.403941,2311.532,763.19354,-15.0736885,0 days 00:01:35.121027694,0 days 00:01:35.141027694,ID47_20ms.csv
0 days 00:00:00.780000,0 days 00:00:00.800000,answer8,0.15240283,-12.954957,20.949894,0.028565936,-0.0014938113,0.048790302,20.335653,9.916898,7.3531137,5.319388,13.264268,0.0,0.0,-8.530085,5.187025,21.759087,282.74524,1548.9952,-62.207184,1224.7604,1094.3678,-72.87054,2242.449,806.6704,-74.366295,0 days 00:01:35.141027694,0 days 00:01:35.161027694,ID47_20ms.csv
0 days 00:00:00.800000,0 days 00:00:00.820000,answer8,0.16061391,-14.932666,22.180857,0.034821358,-0.019734437,0.044845168,22.472885,12.436015,5.8343844,0.640824,0.0,0.0,0.0,0.0,0.0,0.0,377.29016,1474.0365,-201.0,1243.2642,1329.2401,-201.0,2189.9153,793.1901,-201.0,0 days 00:01:35.161027694,0 days 00:01:35.181027694,ID47_20ms.csv
0 days 00:00:00.820000,0 days 00:00:00.840000,answer8,0.16499773,-15.699681,21.238832,0.011184995,-0.033489548,0.048951406,23.210089,11.978749,1.5755075,-5.6577287,0.0,0.0,0.0,0.0,0.0,0.0,427.60013,1159.2305,-201.0,1367.8827,1205.158,-201.0,2265.888,784.81366,-201.0,0 days 00:01:35.181027694,0 days 00:01:35.201027694,ID47_20ms.csv
0 days 00:00:00.840000,0 days 00:00:00.860000,answer8,0.17602481,-14.159747,21.630539,0.02334892,-0.026082039,0.05459476,22.825645,10.635728,3.695797,-2.7606595,0.0,0.0,0.0,0.0,0.0,0.0,432.4238,1233.0146,-201.0,1520.4984,1521.2438,-201.0,2167.5664,986.055,-201.0,0 days 00:01:35.201027694,0 days 00:01:35.221027694,ID47_20ms.csv
0 days 00:00:00.860000,0 days 00:00:00.880000,answer8,0.17203896,-15.109082,21.290956,0.019422023,-0.030241067,0.059265196,22.169115,11.811988,7.6426578,-3.4513016,0.0,0.0,0.0,0.0,0.0,0.0,440.61612,1173.0043,-201.0,1710.3701,1455.6509,-201.0,2290.7605,1267.4854,-201.0,0 days 00:01:35.221027694,0 days 00:01:35.241027694,ID47_20ms.csv
0 days 00:00:00.880000,0 days 00:00:00.900000,answer8,0.17335455,-15.88248,21.315815,0.03214472,-0.03127101,0.0725032,23.209112,12.211856,9.031625,-3.5797882,15.253223,0.0,0.0,-6.3831987,-3.1299858,22.379845,407.78946,1255.4359,-61.14189,1488.0895,1304.4934,-70.83804,2258.4966,968.392,-72.7562,0 days 00:01:35.241027694,0 days 00:01:35.261027694,ID47_20ms.csv
0 days 00:00:00.900000,0 days 00:00:00.920000,answer8,0.18342304,-15.2011,22.581299,0.03983986,-0.01733061,0.06673489,22.633406,11.445035,9.986505,-1.0124003,15.389354,0.0,0.0,-5.958847,0.0,0.0,333.6346,1380.5448,-132.61134,1289.0944,1057.153,-137.0259,2294.4548,680.6289,-138.04555,0 days 00:01:35.261027694,0 days 00:01:35.281027694,ID47_20ms.csv
0 days 00:00:00.920000,0 days 00:00:00.940000,answer8,0.19380398,-14.559238,24.397873,0.034080178,-0.01934897,0.07477344,17.874092,16.24362,9.396298,-4.0889654,15.613152,0.0,0.0,-4.6260734,3.3699756,23.576195,779.9109,1318.5645,-71.52624,1975.9352,780.7404,-75.60003,2933.9714,665.30237,-76.896645,0 days 00:01:35.281027694,0 days 00:01:35.301027694,ID47_20ms.csv
0 days 00:00:00.940000,0 days 00:00:00.960000,answer8,0.19225852,-10.760662,19.678255,0.0074893483,-0.011473062,0.05947529,16.030277,13.018416,5.6122017,-1.177325,0.0,0.0,0.0,0.0,0.0,0.0,415.1499,1421.1431,-134.23262,1269.371,1299.3922,-137.26585,2309.1057,678.0629,-138.5018,0 days 00:01:35.301027694,0 days 00:01:35.321027694,ID47_20ms.csv
0 days 00:00:00,0 days 00:00:00.020000,answer9,0.663897,7.4030366,18.011011,0.07629529,0.013005805,0.06176396,22.87908,-28.234495,-20.505735,7.9668274,31.78205,0.0,0.0,-1.5205579,-1.8217506,16.16379,1008.417,1073.0895,-2.5078986,1859.0128,1074.2101,-6.5759444,3000.8625,1020.7907,-21.620348,0 days 00:02:12.298965632,0 days 00:02:12.318965632,ID47_20ms.csv
0 days 00:00:00.020000,0 days 00:00:00.040000,answer9,0.555245,1.1797577,18.907812,0.039085075,0.002256803,0.31194606,23.865229,-20.684431,-9.764019,1.7957592,32.16895,0.0,2.273217,2.8285549,1.7521924,17.34221,928.9157,1110.5914,-5.6154103,1874.5172,1801.1993,-13.174771,2715.1965,841.1372,-21.361692,0 days 00:02:12.318965632,0 days 00:02:12.338965632,ID47_20ms.csv
0 days 00:00:00.040000,0 days 00:00:00.060000,answer9,0.83878046,-7.4902706,18.043398,0.055693626,-0.010449886,0.4436898,32.89505,-13.478497,-1.0793843,-9.75808,32.267986,0.034331094,1.2799106,4.3888593,3.2810652,21.631195,462.0537,1160.2933,-7.453445,1364.1075,1072.8359,-5.3567595,2513.5247,804.4697,-25.803576,0 days 00:02:12.338965632,0 days 00:02:12.358965632,ID47_20ms.csv
0 days 00:00:00.060000,0 days 00:00:00.080000,answer9,1.0041214,-3.6417377,18.733177,0.0681037,-0.00010858453,0.40349197,33.30579,-15.770905,0.101958275,-8.982568,32.705196,0.022220492,1.2370834,5.251594,2.9062717,18.648134,486.79224,1264.433,-6.8841224,1378.7256,1125.3246,-6.6582284,2496.175,2107.068,-22.625984,0 days 00:02:12.358965632,0 days 00:02:12.378965632,ID47_20ms.csv
0 days 00:00:00.080000,0 days 00:00:00.100000,answer9,1.063402,-3.8382988,18.189287,0.05606221,0.0017657619,0.40994832,30.904211,-14.312266,2.0322561,-17.499979,33.159138,0.014801572,0.51353,7.3366075,1.7824484,17.545578,466.7103,1132.3544,-3.3957417,1333.8116,999.7028,-7.640175,2636.345,640.7553,-19.864626,0 days 00:02:12.378965632,0 days 00:02:12.398965632,ID47_20ms.csv
0 days 00:00:00.100000,0 days 00:00:00.120000,answer9,1.1867739,-6.9740853,18.783693,0.07159773,-0.00069157156,0.46957234,32.334747,-15.102857,0.96552825,-23.87681,33.506626,0.0059446977,1.1521336,8.0054,-1.1956481,21.177773,490.38766,1200.1101,-1.6141931,1403.0416,1055.6832,-9.228293,2711.762,609.99384,-23.52542,0 days 00:02:12.398965632,0 days 00:02:12.418965632,ID47_20ms.csv
0 days 00:00:00.120000,0 days 00:00:00.140000,answer9,1.2624439,-10.674384,26.244112,0.079381384,-0.008127316,0.44038835,34.017986,-15.555604,-5.757441,-29.597998,34.043365,0.004311347,1.2182521,6.894388,-4.051521,23.001184,636.3615,1392.4473,-4.7213197,1557.5542,1185.1582,-11.04215,2841.6055,556.58624,-27.615356,0 days 00:02:12.418965632,0 days 00:02:12.438965632,ID47_20ms.csv
0 days 00:00:00.140000,0 days 00:00:00.160000,answer9,1.2862186,-7.82275,30.133514,0.089577466,-0.0028624113,0.55637556,34.36552,-13.03995,-11.765125,-32.219616,34.6655,0.008400104,0.72774315,7.509952,-5.275357,20.754997,745.5696,1314.1542,-5.274705,1581.7773,1115.2017,-14.456338,2882.6448,496.7137,-28.394053,0 days 00:02:12.438965632,0 days 00:02:12.458965632,ID47_20ms.csv
0 days 00:00:00.160000,0 days 00:00:00.180000,answer9,1.204914,-2.7573473,27.541231,0.06718286,-0.00033722972,0.64324725,32.95512,-9.519368,-13.69938,-38.070057,35.208317,0.011758835,0.8874722,6.817142,-5.205123,20.65972,566.03656,1504.0062,-11.145358,1382.0312,1136.6772,-11.939954,2891.832,466.32202,-32.36667,0 days 00:02:12.458965632,0 days 00:02:12.478965632,ID47_20ms.csv
0 days 00:00:00.180000,0 days 00:00:00.200000,answer9,1.015745,-5.3304424,26.052187,0.072058655,0.00013442368,0.45786977,31.905014,-9.229369,-10.230108,-32.678097,36.772587,0.0104471855,1.0250211,4.878618,0.24103291,23.209717,690.8743,1499.505,-14.667011,1494.4913,1134.693,-17.727228,2997.5293,409.9197,-35.998623,0 days 00:02:12.478965632,0 days 00:02:12.498965632,ID47_20ms.csv
0 days 00:00:00.200000,0 days 00:00:00.220000,answer9,0.91941804,-9.941959,29.813131,0.07974403,-0.0045348136,0.525477,32.271168,-8.082677,-7.843928,-27.257013,38.68215,0.21253999,1.787497,5.907627,3.2668457,28.828362,883.9175,1344.4355,-10.583592,1732.3685,1277.318,-23.61144,3041.9993,600.18933,-40.085396,0 days 00:02:12.498965632,0 days 00:02:12.518965632,ID47_20ms.csv
0 days 00:00:00.220000,0 days 00:00:00.240000,answer9,0.96207553,-7.758415,32.80569,0.06816786,-0.007117419,0.64681816,35.53222,-5.3156977,-13.610475,-28.133474,40.20006,0.31358638,2.168735,6.0448017,2.6356523,35.43009,916.1311,1112.5062,-8.223378,1776.6133,1160.5612,-23.686865,3143.1865,594.72943,-42.24838,0 days 00:02:12.518965632,0 days 00:02:12.538965632,ID47_20ms.csv
0 days 00:00:00.240000,0 days 00:00:00.260000,answer9,0.98425835,-7.2143645,35.769775,0.06771333,-0.009914275,0.7593877,39.38281,-4.963863,-21.835127,-30.611961,41.752335,0.284865,1.497354,6.640489,0.49725518,38.032867,864.9299,1207.6571,-4.1318383,1628.5435,894.72015,-20.37663,3139.7493,444.85776,-41.667454,0 days 00:02:12.538965632,0 days 00:02:12.558965632,ID47_20ms.csv
0 days 00:00:00.260000,0 days 00:00:00.280000,answer9,0.9595975,-9.268059,37.70984,0.079710536,-0.010996449,0.8480161,39.65835,-6.343498,-34.50884,-36.831387,42.77419,0.12748656,0.9431035,9.422389,-4.3460584,32.267128,827.58356,1262.1353,0.0,1575.0912,814.3779,-18.67441,3141.6707,430.7208,-40.661392,0 days 00:02:12.558965632,0 days 00:02:12.578965632,ID47_20ms.csv
0 days 00:00:00.280000,0 days 00:00:00.300000,answer9,0.7250545,-9.357167,38.999958,0.09511057,-0.005237293,0.55870306,36.47888,-2.7781124,-32.061977,-31.251024,43.497463,0.009765387,0.62549716,5.694181,-3.1963804,22.722519,868.5446,1199.1633,-11.163255,1594.6512,876.5083,-18.368765,3141.6624,408.27344,-37.082153,0 days 00:02:12.578965632,0 days 00:02:12.598965632,ID47_20ms.csv
0 days 00:00:00.300000,0 days 00:00:00.320000,answer9,0.4161497,-11.659969,33.358444,0.08735296,-0.0066458234,0.34740064,32.292553,5.988003,-10.75327,-20.052908,0.0,0.0,0.0,0.0,0.0,0.0,744.0251,1276.3207,-138.63121,1693.043,958.4507,-142.53706,2920.9307,527.6468,-144.87741,0 days 00:02:12.598965632,0 days 00:02:12.618965632,ID47_20ms.csv
0 days 00:00:00.320000,0 days 00:00:00.340000,answer9,0.25966117,-10.406703,22.653456,0.056602944,-0.014210485,0.12642016,25.178429,7.876909,-1.7671698,-17.748598,0.0,0.0,0.0,0.0,0.0,0.0,231.49811,1616.6857,-201.0,1132.0735,1013.63495,-201.0,2565.1392,666.36285,-201.0,0 days 00:02:12.618965632,0 days 00:02:12.638965632,ID47_20ms.csv
0 days 00:00:00.340000,0 days 00:00:00.360000,answer9,0.22456966,-9.190232,19.478216,0.017556261,-0.009288917,0.07507529,22.029547,6.8511605,0.7868738,-15.6109085,0.0,0.0,0.0,0.0,0.0,0.0,275.8118,1531.7212,-201.0,1178.7977,1027.2329,-201.0,2545.2349,691.603,-201.0,0 days 00:02:12.638965632,0 days 00:02:12.658965632,ID47_20ms.csv
0 days 00:00:00.360000,0 days 00:00:00.380000,answer9,0.183878,-10.47655,18.550064,0.016954197,-0.014024002,0.052168146,19.856922,8.382651,2.7779596,-11.010028,0.0,0.0,0.0,0.0,0.0,0.0,339.3391,1487.4879,-201.0,1220.265,1212.5024,-201.0,2354.1958,661.0241,-201.0,0 days 00:02:12.658965632,0 days 00:02:12.678965632,ID47_20ms.csv
0 days 00:00:00.380000,0 days 00:00:00.400000,answer9,0.17706509,-13.707722,20.729303,0.0150060905,-0.016790396,0.052247375,20.914331,10.808885,7.457644,-1.6749867,0.0,0.0,0.0,0.0,0.0,0.0,603.72595,1418.9302,-201.0,1617.958,1187.6532,-201.0,2593.2493,810.76044,-201.0,0 days 00:02:12.678965632,0 days 00:02:12.698965632,ID47_20ms.csv
0 days 00:00:00.400000,0 days 00:00:00.420000,answer9,0.22763841,-5.292049,9.220869,0.0338646,-0.0073072347,0.070976205,17.065882,-3.3473434,14.113437,8.527669,14.485524,0.0,0.0,-4.858902,4.9081597,16.065834,389.08176,1541.9037,-59.164978,1339.2803,1336.5372,-68.60913,2198.1843,1106.4913,-65.552536,0 days 00:02:12.698965632,0 days 00:02:12.718965632,ID47_20ms.csv
0 days 00:00:00.420000,0 days 00:00:00.440000,answer9,0.1866355,-9.345031,14.670644,0.021284668,-0.010699053,0.047932673,18.310982,3.8202937,13.933853,5.3134937,15.04437,0.0,0.0,-6.6384645,3.227441,21.682287,360.66513,1345.3014,4.6280117,1356.6019,1001.61005,-9.385998,2295.6765,742.8188,-10.033809,0 days 00:02:12.718965632,0 days 00:02:12.738965632,ID47_20ms.csv
0 days 00:00:00.440000,0 days 00:00:00.460000,answer9,0.16850452,-13.46917,20.792807,0.006423211,-0.013415143,0.043340772,19.793882,11.646867,12.24727,3.48936,15.6496725,0.0,0.0,-5.903913,9.072796,24.307564,327.36707,1408.5195,3.4817002,1335.2242,1147.9103,-8.426734,2244.2717,787.61255,-11.809531,0 days 00:02:12.738965632,0 days 00:02:12.758965632,ID47_20ms.csv
0 days 00:00:00.460000,0 days 00:00:00.480000,answer9,0.16605334,-13.5083475,22.31264,0.023197003,-0.020899072,0.041279897,21.308146,11.564461,8.350379,1.3574966,13.221871,0.0,0.0,-9.260624,-1.4451799,17.886755,389.46606,1457.8608,8.6174,1385.706,1406.5404,-8.441457,2193.052,1005.8423,-11.484279,0 days 00:02:12.758965632,0 days 00:02:12.778965632,ID47_20ms.csv
0 days 00:00:00.480000,0 days 00:00:00.500000,answer9,0.16500457,-13.736928,22.368279,0.046191197,-0.01975524,0.038180146,19.509954,13.071719,9.433305,2.1249568,0.0,0.0,0.0,0.0,0.0,0.0,387.2753,1211.1278,-131.66798,1453.6058,1034.6584,-136.63399,2316.2012,878.01324,-138.5536,0 days 00:02:12.778965632,0 days 00:02:12.798965632,ID47_20ms.csv
0 days 00:00:00.500000,0 days 00:00:00.520000,answer9,0.16708376,-12.922404,20.993942,0.02450651,-0.018446643,0.039433617,19.008987,11.601685,6.6011066,0.81186515,17.908798,0.0,0.0,-6.166938,-3.5715158,17.755222,441.76596,1433.1816,-62.061157,1119.3997,1764.438,-68.07019,2163.4033,898.04297,-73.08121,0 days 00:02:12.798965632,0 days 00:02:12.818965632,ID47_20ms.csv
